Files,Contact,Client,Site,Student,Status,Time,Money,Other,Academic,Accommodation,Completed
New,Visit,,Potterow,UG,Int'l,04/10/2012 00:00:00,,Uni Info;,,Accom;,TRUE
New,Visit,,Potterow,UG,Int'l,04/10/2012 11:01:02,,Health;Disability;,,,TRUE
New,Visit,GS Student,Potterow,Research,EU,04/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,,,,Accom;Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,,,,Accom;Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,,,,Accom;Tenancy;,TRUE
New,Visit,,Potterow,,,04/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,SAAS/SFE;Funding;,,,,TRUE
New,Visit,Parent/guardian of student ,Potterow,,Home,04/10/2012 00:00:00,,Uni Info;,,,TRUE
New,Visit,KB Student,Kings Buildings,UG,EU,04/10/2012 11:02:45,,,,Tenancy;,FALSE
New,Visit,,Potterow,UG,EU,04/10/2012 00:00:00,,,,Accom;,TRUE
New,,Staff,Potterow,,Int'l,04/10/2012 00:00:00,,Immigration;,,,TRUE
New,Visit,KB Student,Kings Buildings,,EU,04/10/2012 00:00:00,,,,Council Tax;Tenancy;,FALSE
New,Visit,,Potterow,PG Taught,EU,04/10/2012 00:00:00,,,,Accom;Tenancy;,TRUE
Existing,Email,,Kings Buildings,Research,Int'l,04/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
,Phone,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,SAAS/SFE;,,,,TRUE
New,Phone,,Potterow,,Home,04/10/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Email,Public,Kings Buildings,,,04/10/2012 00:00:00,,,Other;,,FALSE
New,Visit,,Potterow,UG,Int'l,04/10/2012 00:00:00,,Health;,,,TRUE
New,Visit,,Potterow,UG,Int'l,04/10/2012 00:00:00,,Health;,,,TRUE
,,,Potterow,,,04/10/2012 00:00:00,,,,,FALSE
Existing,Visit,Little France,Potterow,Research,Int'l,04/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,Staff,Potterow,,EU,04/10/2012 00:00:00,,City Info;Consumer;,,,TRUE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,UG,EU,04/10/2012 00:00:00,,Consumer;,,,TRUE
Existing,Email,Little France,Potterow,Research,Int'l,04/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,UG,Int'l,04/10/2012 15:28:34,,Uni Info;,,,TRUE
New,Visit,,Potterow,,Int'l,04/10/2012 00:00:00,,Employment;,,,TRUE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;Late Awards;,,,,TRUE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Visit,GS Student,Potterow,Research,Home,04/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,H'Rood Student,Potterow,UG,Home,04/10/2012 16:26:28,,,Change of Program;,,FALSE
New,Email,H'Rood Student,Potterow,PG Taught,Int'l,04/10/2012 00:00:00,,,Misconduct;,,FALSE
New,Email,,Potterow,PG Taught,Int'l,04/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,GS Student,Potterow,PG Taught,Home,04/10/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,,,04/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,UG,Home,04/10/2012 00:00:00,Discretionary Fund;,,,Tenancy;,TRUE
Existing,Visit,H'Rood Student,Potterow,Research,Home,04/10/2012 00:00:00,,,Other;,,FALSE
New,Phone,Staff,Potterow,,,04/10/2012 00:00:00,,,Other;,,FALSE
New,Visit,KB Student,Potterow,UG,Int'l,04/10/2012 00:00:00,,,Change of Program;,,FALSE
New,Visit,,Potterow,UG,Int'l,05/10/2012 09:46:28,,Uni Info;EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,UG,Int'l,05/10/2012 00:00:00,,Health;,,,TRUE
New,Phone,,Potterow,UG,Int'l,05/10/2012 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,05/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,Home,05/10/2012 00:00:00,,Legal;,,,TRUE
New,Visit,,Potterow,UG,Home,05/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Email,,Kings Buildings,,Int'l,05/10/2012 10:56:47,,Banks;Consumer;,,,FALSE
New,Visit,,Potterow,UG,Home,05/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Email,Little France,Potterow,Research,Int'l,05/10/2012 09:10:08,,,Complaint (Academic) ;,,FALSE
New,Phone,Staff,Potterow,,,05/10/2012 00:00:00,,,Interruption of Studies;,,FALSE
Existing,Email,,Potterow,,Home,05/10/2012 13:16:42,SAAS/SFE;,Uni Info;,,,TRUE
New,Email,Staff,Potterow,,,05/10/2012 00:00:00,,,,,FALSE
New,Visit,,Potterow,UG,Home,05/10/2012 00:00:00,,,,Council Tax;,TRUE
New,Visit,KB Student,Kings Buildings,PG Taught,Int'l,05/10/2012 00:00:00,,,,Council Tax;,FALSE
Existing,Visit,KB Student,Kings Buildings,UG,Home,05/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,EU,05/10/2012 14:08:51,,Consumer;,,Accom;Tenancy;,FALSE
New,Visit,Little France,Potterow,UG,Home,05/10/2012 14:08:58,,,Change of Program;,,FALSE
New,Visit,GS Student,Potterow,UG,EU,05/10/2012 00:00:00,Debt;Funding;,Uni Info;Employment;Consumer;,,,TRUE
New,Visit,,Potterow,UG,EU,05/10/2012 00:00:00,,,,Accom;Council Tax;Tenancy;,TRUE
New,Phone,,Potterow,UG,Int'l,05/10/2012 00:00:00,,Uni Info;,,Council Tax;,TRUE
New,Visit,,Potterow,UG,Home,05/10/2012 00:00:00,,Uni Info;Disability;,,,TRUE
Existing,Visit,,Potterow,UG,Home,05/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,05/10/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,Staff,Potterow,,,05/10/2012 00:00:00,,,Other;,,FALSE
Existing,Visit,,Potterow,UG,Home,05/10/2012 00:00:00,,Uni Info;,,Accom;Tenancy;,TRUE
New,Visit,GS Student,Potterow,UG,Home,05/10/2012 15:50:38,,Uni Info;,Special Circumstances;,,FALSE
Existing,Visit,,Potterow,UG,Home,05/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,,,Potterow,,,05/10/2012 00:00:00,,C Card;,,,TRUE
New,,,Potterow,,,05/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,,,05/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,,08/10/2012 09:50:30,,Uni Info;,,,TRUE
New,Email,,Potterow,UG,EU,08/10/2012 09:59:40,SAAS/SFE;Fees;,,,,TRUE
Existing,Email,Little France,Potterow,Research,Int'l,08/10/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,08/10/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,08/10/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,08/10/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,08/10/2012 00:00:00,,Harrassment;,,,FALSE
New,Email,Parent/guardian of student ,Potterow,,Home,08/10/2012 00:00:00,,,,Accom;,TRUE
New,Email,Easter Bush,Potterow,UG,Home,08/10/2012 00:00:00,,,,Tenancy;,TRUE
New,Email,,Kings Buildings,,Int'l,08/10/2012 11:17:49,,City Info;Personal;,,,FALSE
New,Visit,,Potterow,UG,EU,08/10/2012 11:34:05,,Uni Info;,,,TRUE
New,Phone,prospective student ,Potterow,,EU,08/10/2012 00:00:00,SAAS/SFE;,,,,TRUE
New,Phone,Parent/guardian of student ,Potterow,,Home,08/10/2012 00:00:00,Fees;,,Withdrawal;,,TRUE
Existing,Visit,,Potterow,,Int'l,08/10/2012 00:00:00,Small Loans;,,,,TRUE
New,Phone,Staff,Potterow,,,08/10/2012 00:00:00,Funding;,,,,TRUE
,Visit,,Potterow,,Int'l,08/10/2012 00:00:00,,Health;,,,FALSE
,Visit,,Potterow,,Int'l,08/10/2012 00:00:00,,Health;,,,FALSE
New,Email,,Potterow,UG,Int'l,08/10/2012 00:00:00,,Uni Info;City Info;,,,TRUE
Existing,Email,,Potterow,UG,Home,08/10/2012 00:00:00,,Uni Info;,,,TRUE
New,Email,,Potterow,UG,Int'l,08/10/2012 00:00:00,,Uni Info;Health;,,,TRUE
New,Visit,,Potterow,UG,,08/10/2012 00:00:00,,Uni Info;,,,TRUE
New,Visit,,Potterow,UG,Home,08/10/2012 00:00:00,Discretionary Fund;Funding;,,,,FALSE
New,Visit,,Potterow,UG,Home,08/10/2012 00:00:00,,Uni Info;,,,TRUE
New,Phone,,Potterow,UG,Home,08/10/2012 00:00:00,Discretionary Fund;,Uni Info;,,,TRUE
New,Visit,KB Student,Kings Buildings,UG,Home,08/10/2012 00:00:00,Fees;,,,,FALSE
Existing,Visit,KB Student,Kings Buildings,UG,Home,08/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,KB Student,Kings Buildings,UG,Home,08/10/2012 00:00:00,Discretionary Fund;SAAS/SFE;,,,,FALSE
New,Visit,,Potterow,PG Taught,EU,08/10/2012 00:00:00,Fees;,,,Tenancy;,TRUE
New,Visit,,Potterow,PG Taught,,08/10/2012 12:21:09,SAAS/SFE;Fees;Funding;,,,,TRUE
New,Visit,,Potterow,,EU,08/10/2012 00:00:00,,,,Tenancy;,TRUE
New,Phone,H'Rood Student,Potterow,PG Taught,Int'l,08/10/2012 13:06:19,,,Other;,,FALSE
New,Email,,Potterow,,Home,08/10/2012 00:00:00,,,Interruption of Studies;,,FALSE
Existing,Email,KB Student,Potterow,UG,Int'l,08/10/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Email,H'Rood Student,Potterow,UG,Home,08/10/2012 00:00:00,,,Change of Program;,,FALSE
New,Email,KB Student,Potterow,Research,Int'l,08/10/2012 00:00:00,,,Progression;,,FALSE
Existing,Visit,,Potterow,UG,Home,08/10/2012 00:00:00,Late Awards;,,,,FALSE
New,Visit,,Potterow,UG,,08/10/2012 00:00:00,,Uni Info;EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,UG,Home,08/10/2012 00:00:00,SAAS/SFE;Fees;Funding;,,,,TRUE
New,Visit,,Potterow,UG,Home,08/10/2012 00:00:00,SAAS/SFE;Fees;Funding;,,,,TRUE
New,Visit,,Potterow,,Home,08/10/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,,Int'l,08/10/2012 00:00:00,,Uni Info;,,Accom;,TRUE
Existing,Visit,,Potterow,,,08/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,,08/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Home,08/10/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,,,08/10/2012 00:00:00,,Uni Info;,,,TRUE
New,Visit,Parent/guardian of student ,Potterow,UG,Home,08/10/2012 00:00:00,,,Complaint (Academic) ;,,TRUE
Existing,Email,,Potterow,,,08/10/2012 00:00:00,,,,Accom;Tenancy;,TRUE
New,Email,,Potterow,,,08/10/2012 00:00:00,,Health;,,,TRUE
New,Phone,Parent/guardian of student ,Potterow,UG,Home,08/10/2012 14:23:13,,,,Accom;,TRUE
New,Visit,,Potterow,UG,Home,08/10/2012 00:00:00,,,,Accom;,TRUE
New,Email,,Potterow,UG,Home,08/10/2012 00:00:00,,Uni Info;Employment;,,,TRUE
Existing,Visit,,Potterow,,,08/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Int'l,08/10/2012 00:00:00,,Health;,,,TRUE
New,Visit,,Potterow,UG,Int'l,08/10/2012 00:00:00,,Health;,,,TRUE
Existing,Visit,,Potterow,,Home,08/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,Public,Potterow,,,08/10/2012 00:00:00,,Health;Immigration;,,Council Tax;,TRUE
New,Visit,,Potterow,,Int'l,08/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,UG,Home,08/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,EU,08/10/2012 00:00:00,,,,Tenancy;,TRUE
New,Visit,Little France,Potterow,UG,Home,08/10/2012 00:00:00,Discretionary Fund;Late Awards;,,,,TRUE
Existing,Phone,Staff,Potterow,,,09/10/2012 09:37:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,09/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,PG Taught,Int'l,09/10/2012 10:18:18,Fees;,,,,TRUE
New,Email,ECA,Potterow,UG,Home,09/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,KB Student,Potterow,UG,Int'l,09/10/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,,Potterow,,EU,09/10/2012 00:00:00,,,,Tenancy;,TRUE
New,Phone,,Potterow,UG,Home,09/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Email,,Potterow,PG Taught,Int'l,09/10/2012 10:39:50,Benefits;,,,,FALSE
New,Email,Parent/guardian of student ,Potterow,UG,Home,09/10/2012 00:00:00,,,Complaint (Academic) ;,,TRUE
New,Visit,,Potterow,UG,EU,09/10/2012 10:47:13,Fees;,Uni Info;,,,TRUE
New,Visit,KB Student,Kings Buildings,UG,Home,09/10/2012 11:02:09,Discretionary Fund;Funding;,,,,TRUE
New,Visit,,Potterow,UG,EU,09/10/2012 00:00:00,Fees;,,,,TRUE
Existing,Visit,,Kings Buildings,,,09/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,GS Student,Potterow,UG,Home,09/10/2012 11:07:37,Discretionary Fund;,,,,FALSE
Existing,Visit,H'Rood Student,Potterow,UG,Home,09/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Visit,H'Rood Student,Potterow,UG,Home,09/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,EU,09/10/2012 00:00:00,Funding;,Uni Info;EUSA/TAP info ;,,,TRUE
Existing,Visit,,Potterow,UG,Home,09/10/2012 12:45:20,Small Loans;,,,,FALSE
Existing,Visit,,Potterow,UG,Home,09/10/2012 00:00:00,Small Loans;,,,,TRUE
Existing,Visit,,Potterow,UG,Home,09/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,,Int'l,09/10/2012 00:00:00,,Uni Info;Consumer;,,,FALSE
New,Visit,Public,Potterow,,EU,09/10/2012 00:00:00,,Uni Info;City Info;,,,FALSE
New,Visit,Public,Potterow,,EU,09/10/2012 00:00:00,,Uni Info;City Info;,,,FALSE
Existing,Visit,,Potterow,,EU,09/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,UG,Home,09/10/2012 13:42:11,Late Awards;SAAS/SFE;,,,,FALSE
Existing,Visit,,Potterow,UG,Home,09/10/2012 00:00:00,Discretionary Fund;SAAS/SFE;Childcare;,,,,FALSE
Existing,Visit,KB Student,Potterow,UG,Home,09/10/2012 13:55:49,,,Progression;,,FALSE
New,Phone,Staff,Kings Buildings,,,09/10/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
Existing,Visit,,Potterow,,,09/10/2012 00:00:00,,C Card;,,,FALSE
Existing,Visit,KB Student,Potterow,UG,EU,09/10/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Visit,KB Student,Potterow,Research,Int'l,09/10/2012 00:00:00,,,Other;,,FALSE
New,Visit,GS Student,Potterow,UG,,09/10/2012 00:00:00,,Uni Info;,,,FALSE
New,Visit,,Potterow,UG,EU,09/10/2012 00:00:00,,,,Council Tax;,TRUE
New,Visit,,Potterow,UG,Home,09/10/2012 14:56:54,Discretionary Fund;,Health;,,,TRUE
New,Visit,,Potterow,UG,Home,09/10/2012 00:00:00,Discretionary Fund;Small Loans;,,,,TRUE
New,Visit,,Potterow,UG,Home,09/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
Existing,Phone,H'Rood Student,Potterow,Research,Int'l,09/10/2012 00:00:00,,,Other;,,FALSE
New,Visit,,Potterow,UG,Home,09/10/2012 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,PG Taught,Home,09/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,,,09/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,,09/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,EU,09/10/2012 00:00:00,,Health;,,,TRUE
Existing,Visit,GS Student,Potterow,UG,Home,09/10/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,ECA,Potterow,Research,Home,09/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,,,09/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Int'l,09/10/2012 00:00:00,,Uni Info;EUSA/TAP info ;,,,TRUE
New,Email,,Potterow,UG,Home,09/10/2012 00:00:00,,,,Tenancy;,TRUE
Existing,Email,Staff,Potterow,,,09/10/2012 00:00:00,,,Interruption of Studies;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,09/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Visit,,Potterow,UG,EU,09/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Phone,Little France,Potterow,Research,Int'l,09/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,UG,Home,09/10/2012 00:00:00,,Uni Info;Employment;,,,TRUE
New,Email,,Potterow,UG,Int'l,09/10/2012 00:00:00,,Health;,,,TRUE
Existing,Visit,,Potterow,PG Taught,Home,09/10/2012 00:00:00,Small Loans;Late Awards;,,,,TRUE
New,Visit,H'Rood Student,Potterow,PG Taught,Home,09/10/2012 00:00:00,Late Awards;,,,,TRUE
New,Visit,KB Student,Potterow,,,09/10/2012 17:10:23,,Harrassment;Personal;Legal;,,,FALSE
Existing,Visit,,Potterow,,,09/10/2012 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,,,09/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,,,09/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,PG Taught,Int'l,09/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Phone,Staff,Potterow,,,10/10/2012 09:07:57,,,Academic Appeal;,,FALSE
New,Email,Staff,Potterow,,,10/10/2012 00:00:00,,,Interruption of Studies;,,FALSE
Existing,Email,Staff,Potterow,,,10/10/2012 00:00:00,,,Interruption of Studies;,,FALSE
New,Email,ECA,Potterow,UG,Int'l,10/10/2012 09:13:47,,,Change of Program;,,FALSE
New,Email,,Potterow,,,10/10/2012 09:27:17,,Tax/NI;,,,TRUE
New,Email,GS Student,Potterow,UG,Home,10/10/2012 00:00:00,,,Change of Program;,,FALSE
New,Email,,Potterow,PG Taught,Int'l,10/10/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,Little France,Potterow,UG,Home,10/10/2012 00:00:00,,,Change of Program;,,FALSE
Existing,Email,ECA,Potterow,Research,Home,10/10/2012 00:00:00,,,Other;,,FALSE
Existing,Visit,,Potterow,,,10/10/2012 10:28:59,,C Card;,,,FALSE
Existing,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,PG Taught,Int'l,10/10/2012 10:45:33,,Uni Info;Banks;,,Council Tax;,TRUE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,Personal;,,Accom;Tenancy;,FALSE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,Personal safety alarm;,,,TRUE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,Personal safety alarm;,,,TRUE
New,Visit,,Potterow,,,10/10/2012 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,,Withdrawal;,Accom;Council Tax;Tenancy;,FALSE
,Visit,,Potterow,,,10/10/2012 00:00:00,,C Card;,,,FALSE
,Visit,,Potterow,,,10/10/2012 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,Uni Info;,Withdrawal;,,TRUE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,SAAS/SFE;,,,,FALSE
New,Visit,KB Student,Potterow,UG,Home,10/10/2012 11:14:46,Late Awards;,,,,FALSE
Existing,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,,Other;,,FALSE
New,Visit,KB Student,Potterow,PG Taught,Int'l,10/10/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Visit,GS Student,Potterow,PG Taught,Int'l,10/10/2012 00:00:00,,,Special Circumstances;,,FALSE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
Existing,,,Potterow,UG,,10/10/2012 00:00:00,,C Card;,,,TRUE
New,,,Potterow,UG,Home,10/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,EU,10/10/2012 00:00:00,Discretionary Fund;Benefits;Funding;,Uni Info;Health;,,,TRUE
New,Visit,,Potterow,,EU,10/10/2012 13:01:49,,,,Tenancy;,TRUE
New,Visit,,Potterow,,EU,10/10/2012 00:00:00,Benefits;,,,,TRUE
New,Visit,,Potterow,,,10/10/2012 00:00:00,Small Loans;,,,,TRUE
New,Visit,,Potterow,,Int'l,10/10/2012 00:00:00,,Uni Info;EUSA/TAP info ;,,,TRUE
New,Phone,,Potterow,,Home,10/10/2012 00:00:00,Debt;,Uni Info;,,Accom;,TRUE
New,Visit,,Potterow,UG,Int'l,10/10/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Visit,Public,Potterow,,,10/10/2012 00:00:00,,Uni Info;EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,,Int'l,10/10/2012 00:00:00,,Banks;,,,TRUE
New,Visit,,Potterow,,,10/10/2012 00:00:00,SAAS/SFE;,,,,FALSE
New,Visit,,Potterow,,Home,10/10/2012 00:00:00,Discretionary Fund;SAAS/SFE;Funding;,,,,TRUE
New,Visit,,Potterow,,,10/10/2012 00:00:00,,Legal;,,Accom;,FALSE
Existing,Email,H'Rood Student,Potterow,UG,Home,10/10/2012 00:00:00,,,Change of Program;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,10/10/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Phone,,Potterow,,,10/10/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,,,Accom;,TRUE
New,Email,,Potterow,,Int'l,10/10/2012 00:00:00,,EUSA/TAP info ;,,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,10/10/2012 00:00:00,,,Other;,,FALSE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,Uni Info;,,,FALSE
New,Visit,GS Student,Potterow,UG,Home,10/10/2012 00:00:00,,Uni Info;City Info;Health;Personal;,Other;,Accom;Tenancy;,FALSE
New,Visit,,Potterow,,EU,10/10/2012 14:01:22,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,EU,10/10/2012 14:09:30,Benefits;,,,Council Tax;,TRUE
New,Visit,,Potterow,UG,EU,10/10/2012 00:00:00,,Health;,,,TRUE
New,Visit,,Potterow,UG,Int'l,10/10/2012 15:16:35,,Uni Info;Banks;,,Accom;,TRUE
New,Visit,,Potterow,UG,Int'l,10/10/2012 00:00:00,,Employment;,,,TRUE
Existing,Visit,,Potterow,,,10/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,EU,10/10/2012 00:00:00,,Immigration;,,,TRUE
New,Visit,,Potterow,UG,EU,10/10/2012 00:00:00,,Immigration;,,,TRUE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,Uni Info;Banks;,,,TRUE
Existing,Visit,,Potterow,,,10/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,,,10/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,Int'l,10/10/2012 00:00:00,Fees;,Uni Info;,,,TRUE
New,Visit,,Potterow,UG,Home,10/10/2012 16:09:08,Discretionary Fund;,,,,TRUE
New,Visit,,Potterow,UG,Int'l,10/10/2012 00:00:00,,Immigration;,,,TRUE
New,Visit,,Potterow,,Int'l,10/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,EU,10/10/2012 00:00:00,,,,Accom;,TRUE
New,Visit,,Potterow,PG Taught,Int'l,10/10/2012 00:00:00,,EUSA/TAP info ;,,,FALSE
Existing,Visit,,Potterow,,EU,10/10/2012 16:27:56,,Harrassment;Health;Personal;Legal;,,,TRUE
New,Visit,,Potterow,,,10/10/2012 00:00:00,,Legal;,,,FALSE
New,Visit,,Potterow,,Home,10/10/2012 00:00:00,,Health;Personal;,,,TRUE
New,Visit,,Potterow,UG,Home,10/10/2012 00:00:00,,,,Accom;Tenancy;,TRUE
New,Visit,,Potterow,,,10/10/2012 00:00:00,,C Card;,,,TRUE
Existing,Visit,,Potterow,,,10/10/2012 00:00:00,,C Card;,,,FALSE
New,Visit,,Potterow,UG,,10/10/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,,EU,10/10/2012 00:00:00,Discretionary Fund;Small Loans;,Uni Info;EUSA/TAP info ;,,,TRUE
Existing,Email,H'Rood Student,Potterow,UG,Home,11/10/2012 09:01:35,,,Change of Program;,,FALSE
New,Email,,Potterow,UG,Home,11/10/2012 00:00:00,,,Interruption of Studies;,,FALSE
Existing,Email,H'Rood Student,Potterow,Research,Home,11/10/2012 09:16:08,,,Other;,,FALSE
New,Phone,ECA,Potterow,UG,Home,11/10/2012 00:00:00,,,Change of Program;,,FALSE
New,Visit,Public,Potterow,,Home,11/10/2012 09:57:11,,Uni Info;,,,TRUE
New,Phone,Public,Potterow,,Home,11/10/2012 00:00:00,,Uni Info;EUSA/TAP info ;,,,TRUE
Existing,Phone,,Potterow,,EU,11/10/2012 10:03:06,,Harrassment;Legal;,,,TRUE
New,Visit,,Potterow,,Int'l,11/10/2012 00:00:00,Fees;,Uni Info;,,,TRUE
New,Visit,,Potterow,,,11/10/2012 00:00:00,,C Card;,,,TRUE
New,Email,,Potterow,,,11/10/2012 00:00:00,Fees;,,,,TRUE
New,Visit,,Potterow,,,11/10/2012 00:00:00,,,,Tenancy;,TRUE
